MONTH,CHANNEL,REGION,SKU_CODE,SKU_CODE_CLEAN,UNITS_SOLD,GROSS_REVENUE,DISCOUNT,AD_SPEND,RETURNS_UNITS,Category,MRP,UNIT_COGS,SKU_MATCH,NET_REVENUE,GROSS_MARGIN_%,ROAS,CM2,RETURN_RATE_%,CHANNEL_CLEAN,MONTH_CLEAN
Jan-25,Zepto,South,BEC-KT-001,BEC-KT-001,122,19520,5308.25,1443.15,6,Kitchen Towel,160,78,MATCH,14211.75,33.04%,13.53,3252.6,4.92%,Zepto,Jan-25
Jan-24, Zepto,South,BEC-TIS-002,BEC-TIS-002,161,28980,1917.99,1444.74,6,Tissues,180,95,MATCH,27062.01,43.48%,20.06,10322.27,3.73%,Zepto,Jan-24
Jun-25,Swiggy Instamart,North,BEC-GB-001,BEC-GB-001,131,19519,1838.45,1445.1,6,Garbage Bags,149,70,MATCH,17680.55,48.14%,13.51,7065.45,4.58%,Swiggy Instamart,Jun-25
May-24,D2C,West,BEC-CMB-001,BEC-CMB-001,43,30057,2269.82,1445.43,7,Others,699,330,MATCH,27787.18,48.93%,20.79,12151.75,16.28%,D2C,May-24
Apr-25,Swiggy Instamart,West,BEC-BW-002,BEC-BW-002,81,14175,3962.16,1446.03,2,Bake & Wrap,175,92,MATCH,10212.84,27.03%,9.80,1314.81,2.47%,Swiggy Instamart,Apr-25
Jan-25, Zepto,South,BEC-TIS-001,BEC-TIS-001,192,18240,2844.53,1446.07,4,Tissues,95,42,MATCH,15395.47,47.62%,12.61,5885.4,2.08%,Zepto,Jan-25
Jan-25,D2C,South,BEC-BW-001,BEC-BW-001,79,17380,835.82,1446.35,11,Bake & Wrap,220,118,MATCH,16544.18,43.65%,12.02,5775.83,13.92%,D2C,Jan-25
Oct-24,D2C,North,BEC-BW-002,BEC-BW-002,75,13125,474.03,1447.01,8,Bake & Wrap,175,92,MATCH,12650.97,45.46%,9.07,4303.96,10.67%,D2C,Oct-24
Jan-25,Swiggy Instamart,South,BEC-GB-001,BEC-GB-001,89,13261,998.18,1447.13,4,Garbage Bags,149,70,MATCH,12262.82,49.20%,9.16,4585.69,4.49%,Swiggy Instamart,Jan-25
Apr-24,Swiggy Instamart,North,BEC-GB-002,BEC-GB-002,107,19153,5387.1,1448.4,4,Garbage Bags,179,86,MATCH,13765.9,33.15%,13.22,3115.5,3.74%,Swiggy Instamart,Apr-24
Oct-24,Blinkit,North,BEC-GB-001,BEC-GB-001,235,35015,10485.12,1449.39,10,Garbage Bags,149,70,MATCH,24529.88,32.94%,24.16,6630.49,4.26%,Blinkit,Oct-24
Aug-24,Flipkart,West,BEC-GB-001,BEC-GB-001,155,23095,6912.38,1449.87,5,Garbage Bags,149,70,MATCH,16182.62,32.95%,15.93,3882.75,3.23%,Flipkart,Aug-24
Jun-24,Swiggy Instamart,West,BEC-BW-001,BEC-BW-001,113,24860,5116.43,1449.88,4,Bake & Wrap,220,118,MATCH,19743.57,32.46%,17.15,4959.69,3.54%,Swiggy Instamart,Jun-24
Dec-24,D2C,South,BEC-CMB-001,BEC-CMB-001,19,13281,700.43,1451.72,2,Others,699,330,MATCH,12580.57,50.16%,9.15,4858.85,10.53%,D2C,Dec-24
Jan-24, Zepto,South,BEC-TIS-001,BEC-TIS-001,185,17575,4322.72,1452.07,7,Tissues,95,42,MATCH,13252.28,41.37%,12.10,4030.21,3.78%,Zepto,Jan-24
Feb-24, Zepto,North,  BEC-CMB-001,BEC-CMB-001,45,31455,6903.23,1452.16,2,Others,699,330,MATCH,24551.77,39.52%,21.66,8249.61,4.44%,Zepto,Feb-24
May-24,Swiggy Instamart,West,BEC-KT-001,BEC-KT-001,183,29280,6589.23,1455.71,3,Kitchen Towel,160,78,MATCH,22690.77,37.09%,20.11,6961.06,1.64%,Swiggy Instamart,May-24
May-25,Amazon,North,BEC-OTH-001,BEC-OTH-001,129,19221,2410.21,1455.76,7,Others,149,72,MATCH,16810.79,44.75%,13.20,6067.03,5.43%,Amazon,May-25
Jun-25,Zepto,North,BEC-KT-001,BEC-KT-001,190,30400,4384.06,1456.79,4,Kitchen Towel,160,78,MATCH,26015.94,43.03%,20.87,9739.15,2.11%,Zepto,Jun-25
Mar-24,Flipkart,West,BEC-CMB-001,BEC-CMB-001,42,29358,7582.38,1457.04,1,Others,699,330,MATCH,21775.62,36.35%,20.15,6458.58,2.38%,Flipkart,Mar-24
Nov-24,D2C,South,BEC-CMB-001,BEC-CMB-001,22,15378,1878.16,1458.02,2,Others,699,330,MATCH,13499.84,46.22%,10.55,4781.82,9.09%,D2C,Nov-24
Nov-24,Swiggy Instamart,North,BEC-BW-001,BEC-BW-001,58,12760,1069.26,1459.88,2,Bake & Wrap,220,118,MATCH,11690.74,41.46%,8.74,3386.86,3.45%,Swiggy Instamart,Nov-24
Mar-24,Flipkart,North,BEC-BW-002,BEC-BW-002,121,21175,4113.03,1459.96,5,Bake & Wrap,175,92,MATCH,17061.97,34.76%,14.50,4470.01,4.13%,Flipkart,Mar-24
Jan-25,Flipkart,South,BEC-TIS-001,BEC-TIS-001,172,16340,3770.15,1460.81,4,Tissues,95,42,MATCH,12569.85,42.53%,11.19,3885.04,2.33%,Flipkart,Jan-25
Oct-24,Blinkit,North,BEC-OTH-001,BEC-OTH-001,82,12218,919.54,1461.73,3,Others,149,72,MATCH,11298.46,47.75%,8.36,3932.73,3.66%,Blinkit,Oct-24
Jun-24,Flipkart,West,BEC-TIS-002,BEC-TIS-002,197,35460,6431.73,1461.83,4,Tissues,180,95,MATCH,29028.27,35.53%,24.26,8851.44,2.03%,Flipkart,Jun-24
Jan-24, Zepto,North,BEC-TIS-001,BEC-TIS-001,305,28975,2476.72,1462.28,6,Tissues,95,42,MATCH,26498.28,51.66%,19.81,12226,1.97%,Zepto,Jan-24
Jan-25,Swiggy Instamart,West,BEC-BW-002,BEC-BW-002,80,14000,3942.11,1462.33,2,Bake & Wrap,175,92,MATCH,10057.89,26.82%,9.57,1235.56,2.50%,Swiggy Instamart,Jan-25
Nov-24,Flipkart,North,BEC-CMB-001,BEC-CMB-001,19,13281,1796.82,1463.18,0,Others,699,330,MATCH,11484.18,45.40%,9.08,3751,0.00%,Flipkart,Nov-24
Sep-24,Flipkart,North,BEC-GB-001,BEC-GB-001,107,15943,4653.31,1463.29,3,Garbage Bags,149,70,MATCH,11289.69,33.66%,10.90,2336.4,2.80%,Flipkart,Sep-24
Aug-24,Flipkart,North,BEC-GB-001,BEC-GB-001,120,17880,3549.2,1464.16,2,Garbage Bags,149,70,MATCH,14330.8,41.38%,12.21,4466.64,1.67%,Flipkart,Aug-24
Aug-24,D2C,North,BEC-CMB-001,BEC-CMB-001,25,17475,1910.26,1465.15,3,Others,699,330,MATCH,15564.74,47.00%,11.93,5849.59,12.00%,D2C,Aug-24
Jan-24,Amazon ,West,BEC-OTH-001,BEC-OTH-001,208,30992,3331.18,1469.23,5,Others,149,72,MATCH,27660.82,45.86%,21.09,11215.59,2.40%,Amazon,Jan-24
Jan-24,D2C,West,BEC-CMB-001,BEC-CMB-001,28,19572,1032.2,1470.14,3,Others,699,330,MATCH,18539.8,50.16%,13.31,7829.66,10.71%,D2C,Jan-24
Aug-24,Blinkit,South,BEC-BW-001,BEC-BW-001,70,15400,4578.02,1470.69,2,Bake & Wrap,220,118,MATCH,10821.98,23.67%,10.47,1091.29,2.86%,Blinkit,Aug-24
Jun-25,Blinkit,North,BEC-BW-002,BEC-BW-002,122,21350,4292.19,1470.72,4,Bake & Wrap,175,92,MATCH,17057.81,34.20%,14.52,4363.09,3.28%,Blinkit,Jun-25
Jun-25,D2C,West,  BEC-BW-001,BEC-BW-001,87,19140,2484.19,1471.14,8,Bake & Wrap,220,118,MATCH,16655.81,38.36%,13.01,4918.67,9.20%,D2C,Jun-25
Sep-24,Flipkart,West,  BEC-KT-001,BEC-KT-001,123,19680,3418.13,1471.57,5,Kitchen Towel,160,78,MATCH,16261.87,41.00%,13.37,5196.3,4.07%,Flipkart,Sep-24
May-24,Flipkart,North,BEC-BW-001,BEC-BW-001,69,15180,1970.95,1477.09,3,Bake & Wrap,220,118,MATCH,13209.05,38.36%,10.28,3589.96,4.35%,Flipkart,May-24
Feb-24,Swiggy Instamart,North,BEC-GB-001,BEC-GB-001,140,20860,3239.6,1477.77,5,Garbage Bags,149,70,MATCH,17620.4,44.38%,14.12,6342.63,3.57%,Swiggy Instamart,Feb-24
Nov-24,Swiggy Instamart,North,BEC-BW-002,BEC-BW-002,82,14350,4245.47,1477.9,3,Bake & Wrap,175,92,MATCH,10104.53,25.34%,9.71,1082.63,3.66%,Swiggy Instamart,Nov-24
Jul-24, Zepto,North,BEC-CMB-001,BEC-CMB-001,25,17475,4507.57,1478.57,1,Others,699,330,MATCH,12967.43,36.38%,11.82,3238.86,4.00%,Zepto,Jul-24
May-24,Blinkit,North,BEC-BW-002,BEC-BW-002,165,28875,3450.63,1487.34,4,Bake & Wrap,175,92,MATCH,25424.37,40.29%,19.41,8757.03,2.42%,Blinkit,May-24
Sep-24,Swiggy Instamart,West,BEC-KT-001,BEC-KT-001,115,18400,4874.6,1487.66,4,Kitchen Towel,160,78,MATCH,13525.4,33.68%,12.37,3067.74,3.48%,Swiggy Instamart,Sep-24
Jun-25,Swiggy Instamart,West,BEC-OTH-001,BEC-OTH-001,106,15794,3327.02,1487.82,4,Others,149,72,MATCH,12466.98,38.78%,10.62,3347.16,3.77%,Swiggy Instamart,Jun-25
Sep-24,Swiggy Instamart,North,BEC-BW-001,BEC-BW-001,74,16280,3162.75,1488.89,2,Bake & Wrap,220,118,MATCH,13117.25,33.43%,10.93,2896.36,2.70%,Swiggy Instamart,Sep-24
Dec-24,Amazon,South,BEC-BW-001,BEC-BW-001,107,23540,6973.87,1488.9,3,Bake & Wrap,220,118,MATCH,16566.13,23.78%,15.81,2451.23,2.80%,Amazon,Dec-24
Jun-24,D2C,West,BEC-BW-001,BEC-BW-001,119,26180,3009.45,1490.05,15,Bake & Wrap,220,118,MATCH,23170.55,39.40%,17.57,7638.5,12.61%,D2C,Jun-24
Jan-24,Flipkart,North,BEC-BW-001,BEC-BW-001,83,18260,4443.73,1491.01,2,Bake & Wrap,220,118,MATCH,13816.27,29.11%,12.25,2531.26,2.41%,Flipkart,Jan-24
Sep-24,Swiggy Instamart,South,BEC-TIS-002,BEC-TIS-002,106,19080,1069.36,1492.7,5,Tissues,180,95,MATCH,18010.64,44.09%,12.78,6447.94,4.72%,Swiggy Instamart,Sep-24
Jan-25,Flipkart,North,BEC-GB-002,BEC-GB-002,152,"27,208",6416.39,1492.8,4,Garbage Bags,179,86,MATCH,20791.61,37.13%,18.23,6226.81,2.63%,Flipkart,Jan-25
Sep-24,Amazon ,South,BEC-CMB-001,BEC-CMB-001,44,30756,3834.68,1494.83,1,Others,699,330,MATCH,26921.32,46.07%,20.57,10906.49,2.27%,Amazon,Sep-24
Aug-24,Flipkart,South,BEC-KT-001,BEC-KT-001,78,12480,1895.21,1496.18,1,Kitchen Towel,160,78,MATCH,10584.79,42.52%,8.34,3004.61,1.28%,Flipkart,Aug-24
May-24,Blinkit,South,BEC-GB-001,BEC-GB-001,200,29800,2617.43,1498.75,9,Garbage Bags,149,70,MATCH,27182.57,48.50%,19.88,11683.82,4.50%,Blinkit,May-24
May-24,Blinkit,North,  BEC-CMB-001,BEC-CMB-001,33,23067,2487.37,1499.25,0,Others,699,330,MATCH,20579.63,47.08%,15.39,8190.38,0.00%,Blinkit,May-24
Mar-25,D2C,South,BEC-GB-001,BEC-GB-001,126,18774,2160.32,1501.13,19,Garbage Bags,149,70,MATCH,16613.68,46.91%,12.51,6292.55,15.08%,D2C,Mar-25
Jun-25,Swiggy Instamart,North,  BEC-GB-002,BEC-GB-002,163,29177,5214.02,1501.45,8,Garbage Bags,179,86,MATCH,23962.98,41.50%,19.43,8443.53,4.91%,Swiggy Instamart,Jun-25
Jan-24,Blinkit,South,BEC-OTH-001,BEC-OTH-001,103,15347,2242.81,1501.47,3,Others,149,72,MATCH,13104.19,43.41%,10.22,4186.72,2.91%,Blinkit,Jan-24
May-25,Swiggy Instamart,South,BEC-GB-002,BEC-GB-002,99,17721,2761.67,1501.56,2,Garbage Bags,179,86,MATCH,14959.33,43.09%,11.80,4943.77,2.02%,Swiggy Instamart,May-25
Nov-24,Blinkit,West,BEC-BW-002,BEC-BW-002,143,25025,6763.28,1503.71,7,Bake & Wrap,175,92,MATCH,18261.72,27.96%,16.64,3602.01,4.90%,Blinkit,Nov-24
Apr-25,D2C,South,BEC-TIS-001,BEC-TIS-001,168,15960,1301.28,1503.73,26,Tissues,95,42,MATCH,14658.72,51.86%,10.61,6098.99,15.48%,D2C,Apr-25
Jan-25,D2C,North,BEC-TIS-002,BEC-TIS-002,164,29520,1706.21,1505.39,26,Tissues,180,95,MATCH,27813.79,43.98%,19.61,10728.4,15.85%,D2C,Jan-25
May-24,Flipkart,South,BEC-KT-001,BEC-KT-001,153,24480,2489.71,1506.04,5,Kitchen Towel,160,78,MATCH,21990.29,45.73%,16.25,8550.25,3.27%,Flipkart,May-24
Mar-24,Swiggy Instamart,West,BEC-BW-002,BEC-BW-002,79,13825,1801.46,1506.89,2,Bake & Wrap,175,92,MATCH,12023.54,39.55%,9.17,3248.65,2.53%,Swiggy Instamart,Mar-24
Mar-24,D2C,West,BEC-OTH-001,BEC-OTH-001,106,15794,1963.51,1510.42,13,Others,149,72,MATCH,13830.49,44.82%,10.46,4688.07,12.26%,D2C,Mar-24
Feb-25,D2C,South,BEC-KT-001,BEC-KT-001,107,17120,2101.16,1511.23,18,Kitchen Towel,160,78,MATCH,15018.84,44.43%,11.33,5161.61,16.82%,D2C,Feb-25
May-25,D2C,North,BEC-BW-001,BEC-BW-001,77,16940,1881.02,1511.3,11,Bake & Wrap,220,118,MATCH,15058.98,39.66%,11.21,4461.68,14.29%,D2C,May-25
Mar-25,Swiggy Instamart,West,BEC-CMB-001,BEC-CMB-001,27,18873,2733.89,1513.74,1,Others,699,330,MATCH,16139.11,44.79%,12.47,5715.37,3.70%,Swiggy Instamart,Mar-25
Apr-25,Swiggy Instamart,West,BEC-CMB-001,BEC-CMB-001,42,29358,7680.2,1514.36,2,Others,699,330,MATCH,21677.8,36.06%,19.39,6303.44,4.76%,Swiggy Instamart,Apr-25
Sep-24,D2C,West,BEC-OTH-001,BEC-OTH-001,80,11920,1331.57,1515.14,13,Others,149,72,MATCH,10588.43,45.60%,7.87,3313.29,16.25%,D2C,Sep-24
Apr-24,Flipkart,West,BEC-BW-002,BEC-BW-002,89,15575,4039.77,1515.25,1,Bake & Wrap,175,92,MATCH,11535.23,29.02%,10.28,1831.98,1.12%,Flipkart,Apr-24
Mar-24,D2C,South,BEC-BW-001,BEC-BW-001,89,19580,2203.66,1515.84,12,Bake & Wrap,220,118,MATCH,17376.34,39.56%,12.92,5358.5,13.48%,D2C,Mar-24
Dec-24,Blinkit,South,BEC-CMB-001,BEC-CMB-001,43,30057,4016.64,1516.41,1,Others,699,330,MATCH,26040.36,45.51%,19.82,10333.95,2.33%,Blinkit,Dec-24
Jun-24,Swiggy Instamart,North,BEC-CMB-001,BEC-CMB-001,22,15378,895.25,1516.77,0,Others,699,330,MATCH,14482.75,49.87%,10.14,5705.98,0.00%,Swiggy Instamart,Jun-24
Jan-24,Amazon ,North,BEC-TIS-001,BEC-TIS-001,384,36480,9431.86,1517.14,19,Tissues,95,42,MATCH,27048.14,40.37%,24.05,9403,4.95%,Amazon,Jan-24
Nov-24,Blinkit,North,BEC-KT-001,BEC-KT-001,179,28640,8222.22,1519.44,4,Kitchen Towel,160,78,MATCH,20417.78,31.62%,18.85,4936.34,2.23%,Blinkit,Nov-24
Feb-24,Zepto,North,BEC-GB-001,BEC-GB-001,155,23095,4990.1,1523.38,4,Garbage Bags,149,70,MATCH,18104.9,40.07%,15.16,5731.52,2.58%,Zepto,Feb-24
Sep-24,Flipkart,North,BEC-GB-002,BEC-GB-002,120,21480,2177.42,1524.35,3,Garbage Bags,179,86,MATCH,19302.58,46.54%,14.09,7458.23,2.50%,Flipkart,Sep-24
Jul-24,Blinkit,West,BEC-TIS-001,BEC-TIS-001,285,27075,3401.65,1524.37,6,Tissues,95,42,MATCH,23673.35,49.44%,17.76,10178.98,2.11%,Blinkit,Jul-24
Jun-25,Zepto,South,BEC-CMB-001,BEC-CMB-001,40,27960,6783.8,1524.51,2,Others,699,330,MATCH,21176.2,37.67%,18.34,6451.69,5.00%,Zepto,Jun-25
Apr-25,D2C,South,BEC-GB-001,BEC-GB-001,129,19221,2204.88,1524.83,17,Garbage Bags,149,70,MATCH,17016.12,46.93%,12.61,6461.29,13.18%,D2C,Apr-25
Jun-24,Flipkart,North,BEC-GB-001,BEC-GB-001,118,17582,3677.03,1526.8,5,Garbage Bags,149,70,MATCH,13904.97,40.60%,11.52,4118.17,4.24%,Flipkart,Jun-24
May-25,Flipkart,South,BEC-BW-001,BEC-BW-001,61,13420,2954.25,1527.23,3,Bake & Wrap,220,118,MATCH,10465.75,31.22%,8.79,1740.52,4.92%,Flipkart,May-25
Feb-25,Flipkart,North,BEC-BW-002,BEC-BW-002,88,15400,4604.96,1531.22,4,Bake & Wrap,175,92,MATCH,10795.04,25.00%,10.06,1167.82,4.55%,Flipkart,Feb-25
May-24,Blinkit,West,BEC-OTH-001,BEC-OTH-001,182,27118,1975.7,1531.37,5,Others,149,72,MATCH,25142.3,47.88%,17.71,10506.93,2.75%,Blinkit,May-24
Dec-24,Blinkit,South,BEC-BW-001,BEC-BW-001,80,17600,1310.01,1531.47,3,Bake & Wrap,220,118,MATCH,16289.99,42.05%,11.49,5318.52,3.75%,Blinkit,Dec-24
Apr-25,Zepto,North,BEC-BW-001,BEC-BW-001,110,24200,6570.2,1531.78,4,Bake & Wrap,220,118,MATCH,17629.8,26.37%,15.80,3118.02,3.64%,Zepto,Apr-25
Apr-25,D2C,South,BEC-CMB-001,BEC-CMB-001,19,13281,1086.39,1531.94,2,Others,699,330,MATCH,12194.61,48.58%,8.67,4392.67,10.53%,D2C,Apr-25
Dec-24,D2C,West,BEC-TIS-001,BEC-TIS-001,258,24510,2279.57,1534.57,40,Tissues,95,42,MATCH,22230.43,51.26%,15.97,9859.86,15.50%,D2C,Dec-24
Dec-24, Zepto,North,BEC-TIS-001,BEC-TIS-001,242,22990,6193.34,1534.59,6,Tissues,95,42,MATCH,16796.66,39.49%,14.98,5098.07,2.48%,Zepto,Dec-24
Aug-24,D2C,South,BEC-CMB-001,BEC-CMB-001,18,12582,1718.18,1536.28,2,Others,699,330,MATCH,10863.82,45.32%,8.19,3387.54,11.11%,D2C,Aug-24
May-24,Swiggy Instamart,West,BEC-BW-002,BEC-BW-002,111,19425,2605.7,1536.34,5,Bake & Wrap,175,92,MATCH,16819.3,39.28%,12.64,5070.96,4.50%,Swiggy Instamart,May-24
Nov-24,D2C,North,BEC-TIS-001,BEC-TIS-001,176,16720,1428.87,1536.57,29,Tissues,95,42,MATCH,15291.13,51.66%,10.88,6362.56,16.48%,D2C,Nov-24
Jan-24,Amazon ,South,BEC-TIS-001,BEC-TIS-001,212,20140,3796.64,1537.02,4,Tissues,95,42,MATCH,16343.36,45.52%,13.10,5902.34,1.89%,Amazon,Jan-24
May-25,D2C,West,BEC-KT-001,BEC-KT-001,182,29120,679.2,1540.11,21,Kitchen Towel,160,78,MATCH,28440.8,50.09%,18.91,12704.69,11.54%,D2C,May-25
Jul-24,Swiggy Instamart,West,BEC-GB-002,BEC-GB-002,155,27745,4401.24,1541.5,6,Garbage Bags,179,86,MATCH,23343.76,42.90%,18.00,8472.26,3.87%,Swiggy Instamart,Jul-24
Feb-24,Flipkart,South,BEC-KT-001,BEC-KT-001,132,21120,5351.04,1541.51,2,Kitchen Towel,160,78,MATCH,15768.96,34.71%,13.70,3931.45,1.52%,Flipkart,Feb-24
May-24,Amazon ,South,BEC-BW-002,BEC-BW-002,127,22225,5334.55,1542.91,5,Bake & Wrap,175,92,MATCH,16890.45,30.82%,14.40,3663.54,3.94%,Amazon,May-24
Aug-24,Blinkit,North,BEC-KT-001,BEC-KT-001,171,27360,6927.57,1544.11,5,Kitchen Towel,160,78,MATCH,20432.43,34.72%,17.72,5550.32,2.92%,Blinkit,Aug-24
Jul-24,Blinkit,West,BEC-CMB-001,BEC-CMB-001,59,41241,11763.03,1544.49,2,Others,699,330,MATCH,29477.97,33.95%,26.70,8463.48,3.39%,Blinkit,Jul-24
Feb-25,D2C,West,BEC-KT-001,BEC-KT-001,185,29600,1171.56,1544.85,27,Kitchen Towel,160,78,MATCH,28428.44,49.24%,19.16,12453.59,14.59%,D2C,Feb-25
Feb-25,D2C,North,BEC-BW-002,BEC-BW-002,73,12775,706.8,1545.17,9,Bake & Wrap,175,92,MATCH,12068.2,44.35%,8.27,3807.03,12.33%,D2C,Feb-25
Jan-25,Swiggy Instamart,West,BEC-CMB-001,BEC-CMB-001,28,19572,3890.31,1545.24,0,Others,699,330,MATCH,15681.69,41.08%,12.67,4896.45,0.00%,Swiggy Instamart,Jan-25
Apr-25,Flipkart,South,BEC-BW-002,BEC-BW-002,81,14175,2407.19,1546.29,4,Bake & Wrap,175,92,MATCH,11767.81,36.67%,9.17,2769.52,4.94%,Flipkart,Apr-25
Mar-25,D2C,South,BEC-KT-001,BEC-KT-001,130,20800,2432.81,1547.96,19,Kitchen Towel,160,78,MATCH,18367.19,44.79%,13.44,6679.23,14.62%,D2C,Mar-25
Mar-24,Flipkart,West,BEC-OTH-001,BEC-OTH-001,129,19221,4182.13,1549.04,6,Others,149,72,MATCH,15038.87,38.24%,12.41,4201.83,4.65%,Flipkart,Mar-24
Apr-25,D2C,West,BEC-BW-002,BEC-BW-002,141,24675,860.2,1549.33,16,Bake & Wrap,175,92,MATCH,23814.8,45.53%,15.93,9293.47,11.35%,D2C,Apr-25
Feb-24,Zepto,North,BEC-GB-002,BEC-GB-002,186,33294,8614.89,1549.34,7,Garbage Bags,179,86,MATCH,24679.11,35.18%,21.49,7133.77,3.76%,Zepto,Feb-24
Feb-24,Flipkart,West,BEC-GB-001,BEC-GB-001,247,36803,8542.94,1549.55,13,Garbage Bags,149,70,MATCH,28260.06,38.82%,23.75,9420.51,5.26%,Flipkart,Feb-24
Jun-24,Flipkart,North,BEC-CMB-001,BEC-CMB-001,26,18174,1732.94,1551.31,0,Others,699,330,MATCH,16441.06,47.81%,11.72,6309.75,0.00%,Flipkart,Jun-24
Jul-24,Swiggy Instamart,South,BEC-KT-001,BEC-KT-001,103,16480,3112.33,1551.4,5,Kitchen Towel,160,78,MATCH,13367.67,39.90%,10.62,3782.27,4.85%,Swiggy Instamart,Jul-24
Mar-24,D2C,West,BEC-BW-001,BEC-BW-001,141,31020,2863.04,1551.9,16,Bake & Wrap,220,118,MATCH,28156.96,40.91%,19.99,9967.06,11.35%,D2C,Mar-24
Sep-24,D2C,North,BEC-TIS-002,BEC-TIS-002,135,24300,1676.41,1552.45,16,Tissues,180,95,MATCH,22623.59,43.31%,15.65,8246.14,11.85%,D2C,Sep-24
Mar-25,Blinkit,South,BEC-BW-002,BEC-BW-002,108,18900,5259.69,1552.93,3,Bake & Wrap,175,92,MATCH,13640.31,27.16%,12.17,2151.38,2.78%,Blinkit,Mar-25
Oct-24,D2C,West,BEC-GB-001,BEC-GB-001,140,20860,1031.27,1553.62,17,Garbage Bags,149,70,MATCH,19828.73,50.58%,13.43,8475.11,12.14%,D2C,Oct-24
Jun-24,Swiggy Instamart,North,BEC-KT-001,BEC-KT-001,141,22560,1242.04,1555.48,3,Kitchen Towel,160,78,MATCH,21317.96,48.41%,14.50,8764.48,2.13%,Swiggy Instamart,Jun-24
Apr-25, Zepto,South,  BEC-OTH-001,BEC-OTH-001,90,13410,967.67,1558.98,1,Others,149,72,MATCH,12442.33,47.92%,8.60,4403.35,1.11%,Zepto,Apr-25
Jan-25,Flipkart,South,BEC-CMB-001,BEC-CMB-001,25,17475,1490.39,1559.86,0,Others,699,330,MATCH,15984.61,48.39%,11.20,6174.75,0.00%,Flipkart,Jan-25
Jan-24,Amazon,North,BEC-BW-002,BEC-BW-002,158,27650,3132.11,1562.41,6,Bake & Wrap,175,92,MATCH,24517.89,40.71%,17.70,8419.48,3.80%,Amazon,Jan-24
Mar-25,Swiggy Instamart,West,BEC-GB-002,BEC-GB-002,179,32041,4769.51,1563.81,8,Garbage Bags,179,86,MATCH,27271.49,43.55%,20.49,10313.68,4.47%,Swiggy Instamart,Mar-25
Sep-24,Blinkit,West,BEC-TIS-001,BEC-TIS-001,281,26695,5756.18,1564.22,12,Tissues,95,42,MATCH,20938.82,43.64%,17.07,7572.6,4.27%,Blinkit,Sep-24
Mar-24,Swiggy Instamart,North,BEC-GB-001,BEC-GB-001,106,15794,2990.2,1565.19,4,Garbage Bags,149,70,MATCH,12803.8,42.05%,10.09,3818.61,3.77%,Swiggy Instamart,Mar-24
Sep-24,Swiggy Instamart,West,BEC-GB-001,BEC-GB-001,152,22648,4065.27,1567.84,5,Garbage Bags,149,70,MATCH,18582.73,42.74%,14.45,6374.89,3.29%,Swiggy Instamart,Sep-24
Dec-24,Blinkit,West,BEC-OTH-001,BEC-OTH-001,169,25181,7392.4,1567.92,3,Others,149,72,MATCH,17788.6,31.60%,16.06,4052.68,1.78%,Blinkit,Dec-24
May-25,Zepto,North,BEC-KT-001,BEC-KT-001,212,33920,0,1567.99,8,Kitchen Towel,160,78,MATCH,33920,51.25%,21.63,15816.01,3.77%,Zepto,May-25
Aug-24,Amazon ,South,BEC-TIS-001,BEC-TIS-001,212,20140,4887.98,1568.72,4,Tissues,95,42,MATCH,15252.02,41.62%,12.84,4779.3,1.89%,Amazon,Aug-24
Jan-24,Flipkart,South,BEC-BW-001,BEC-BW-001,72,15840,2934.5,1570.98,2,Bake & Wrap,220,118,MATCH,12905.5,34.17%,10.08,2838.52,2.78%,Flipkart,Jan-24
Jul-24, Zepto,South,BEC-GB-001,BEC-GB-001,121,18029,4653.28,1571.99,3,Garbage Bags,149,70,MATCH,13375.72,36.68%,11.47,3333.73,2.48%,Zepto,Jul-24
Sep-24,Flipkart,North,BEC-KT-001,BEC-KT-001,96,15360,4607.13,1572.4,3,Kitchen Towel,160,78,MATCH,10752.87,30.36%,9.77,1692.47,3.13%,Flipkart,Sep-24
Jun-25,D2C,South,BEC-CMB-001,BEC-CMB-001,19,13281,401.3,1573.33,2,Others,699,330,MATCH,12879.7,51.32%,8.44,5036.37,10.53%,D2C,Jun-25
Apr-24,Swiggy Instamart,South,BEC-KT-001,BEC-KT-001,87,13920,2683.38,1574.05,2,Kitchen Towel,160,78,MATCH,11236.62,39.61%,8.84,2876.57,2.30%,Swiggy Instamart,Apr-24
Nov-24,Flipkart,South,BEC-BW-002,BEC-BW-002,83,14525,878.39,1574.55,4,Bake & Wrap,175,92,MATCH,13646.61,44.04%,9.22,4436.06,4.82%,Flipkart,Nov-24
Sep-24,Amazon ,South,BEC-BW-002,BEC-BW-002,97,16975,4248.78,1574.67,5,Bake & Wrap,175,92,MATCH,12726.22,29.88%,10.78,2227.55,5.15%,Amazon,Sep-24
Nov-24,D2C,West,BEC-KT-001,BEC-KT-001,158,25280,1294.52,1574.92,18,Kitchen Towel,160,78,MATCH,23985.48,48.62%,16.05,10086.56,11.39%,D2C,Nov-24
Apr-24,Flipkart,South,BEC-TIS-001,BEC-TIS-001,165,15675,2758.34,1575.19,5,Tissues,95,42,MATCH,12916.66,46.35%,9.95,4411.47,3.03%,Flipkart,Apr-24
Nov-24,Blinkit,South,BEC-TIS-001,BEC-TIS-001,166,15770,1622.84,1576.27,6,Tissues,95,42,MATCH,14147.16,50.72%,10.00,5598.89,3.61%,Blinkit,Nov-24
